hour,duration,cpu_usage,idle_time,co2
21,435396.1909022637,0.8327694143297155,17328.13401222229,1.1813674825274119
22,281032.78613125614,1.0240336012171725,88642.67863416673,0.7523693120566411
23,391816.8804274845,0.37426826303924315,5040.258453607559,1.0426464045506136
10,18580.360407979966,4.4934937045585475,0.0,0.05577185967889928
11,251652.1099950409,4.442899896121363,5756.16206741333,0.9013176080938922
12,23290.929116012572,4.809915065003312,0.0,0.0629841919643937
16,455447.20474785805,0.3296599705229713,0.0,1.3007661517297777
18,131090.97415372467,0.8111302236250464,7733.589862346649,0.3278675697663699
21,64116.72478101349,0.7429435880674279,0.0,0.17682336005697452
22,27356.889496780394,2.4213226782482002,0.0,0.07655582739784997
20,58295.173283428194,2.1801373753473308,0.0,0.17919329175458557
21,72081.75325253105,1.987588377084003,0.0,0.20891477386945143
22,104400.83104652786,1.820101082889441,0.0,0.31840364737432425
20,179406.24718762017,1.272552371127756,20481.883580207825,0.4343018982069462
21,67377.13677623177,0.6181760579216417,4311.975490570068,0.17784356660109213
22,137276.96146384813,1.051340854481651,8623.950981140137,0.36534735606120977
17,15025.57361960411,0.2517919387674407,0.0,0.04044171081775765
18,450039.28713178635,7.096627752538325,0.0,1.3519259675159676
19,464798.6931869278,5.311827139787852,75522.79903626442,1.4505389230765864
20,1041082.6561248951,5.207921134317038,626410.7997441292,3.2081483081644473
21,2290920.9201482907,5.526383589311043,1067210.4658591747,6.93577440481678
22,47968.3502165947,0.16886813301734083,0.0,0.12476163395267406
10,82671.60499770356,8.349458959264188,420.61892747879034,0.2586149153981355
11,724461.7613143597,8.365372590084775,93594.18921446802,2.4188254399651212
12,145199.10908753396,8.757115949716297,21200.20082712174,0.4782630066605429
15,423599.7931798534,6.150085476978121,10517.066754102707,1.1906597468530182
20,362316.32876620675,1.0061033618881494,4867.810577869416,0.9067289133874404
21,620536.0135156822,0.2630280595495091,85186.68511271478,1.7597730730535117
20,147537.47974920273,2.5598451392952923,134.26539945602417,0.42439728207119914
21,766796.7923992253,6.280839011138798,71193.0879330635,2.243299311965107
22,120380.68873192788,5.191090967017845,18260.333392620087,0.3476641704824055
23,76034.73682059097,8.920961200195949,2171.6407790184016,0.2624618123479084
0,44894.53166784096,1.3771893949220635,0.0,0.15715645059578295
10,90478.72390011596,0.583775880836646,3143.2238841056824,0.3222376314079152
11,33956.154613460545,0.19004190131337614,0.0,0.10255600756568656
20,425635.1645880337,9.981580754517983,20660.97857689858,1.074203222570278
21,897338.2848375206,9.798269255918859,131834.32982563972,2.239547685118456
22,157368.0077472,9.367227856552903,46112.752578258514,0.4130596758433534
20,103805.36981263352,1.4525340178621897,751.5964758396149,0.26984790905828093
21,381866.0111964321,0.18587015311879487,5724.786015510559,0.9226766466527729
22,30305.14674447251,0.029922698029246762,0.0,0.06918066648557859
18,403964.5387947693,1.0303614172683484,47022.15556716919,0.957914146540922
19,526614.2185871658,0.24561586532554155,60314.811705589294,1.1830680701138456
20,1169255.9378010998,0.10694906844146827,179953.26960206032,2.5550173290987876
21,1401000.2746109562,0.22399643427095162,460888.42149329185,3.187550419825275
22,430637.8527113819,0.41359427199890014,77726.64628195763,1.0294502047301952
19,237719.6583022175,16.673286801422446,2027.4427947998047,0.573859453476747
20,852542.340398777,12.17179094765731,96115.15119051933,2.0547632658652
21,1553080.746042614,10.300408070862206,323979.8377132416,3.6793059247555275
22,193011.82344646263,8.662638699878745,31609.91068816185,0.4550786188316541
19,2126.9927384643556,0.5534481114285629,0.0,0.005809224417236706
20,260006.3786893978,9.043712855898288,0.0,0.7146888689739521
21,866844.7103564662,9.487680103882544,0.0,2.2781906970289265
22,115563.90066885756,10.07186872968759,0.0,0.2951321319193273
11,160656.20035516168,0.2854228202312829,7337.604000091553,0.40677006532300974
12,76391.29284267616,0.025558099290436793,14675.208000183105,0.19927459547775664
